id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date
103,Ahde Matti,,,Social Democrats,sd,Oulun,Eduskunta,28,,
112,Elo Mikko,,,Social Democrats,sd,Satakunnan,Eduskunta,28,,
122,Halonen Tarja,,,Social Democrats,sd,Helsingin,Eduskunta,28,,
430,Ihamäki Timo,,,National Coalition Party,kok,Mikkelin,Eduskunta,28,,
147,Jaakonsaari Liisa,,,Social Democrats,sd,Oulun,Eduskunta,28,,
910615,Joutsenlahti Anssi,anssi.joutsenlahti@eduskunta.fi,,The Finns Party,ps,Satakunnan,Eduskunta,28,,
157,Juhantalo Kauko,,,Finnish Centre Party,kesk,Satakunnan,Eduskunta,28,,
170,Kanerva Ilkka,ilkka.kanerva@eduskunta.fi,,National Coalition Party,kok,Varsinais-Suomen,Eduskunta,28,,
444,Kuoppa Mikko,,,Left Alliance,vas,Pirkanmaan,Eduskunta,28,,
212,Pekkarinen Mauri,mauri.pekkarinen@eduskunta.fi,,Finnish Centre Party,kesk,Keski-Suomen,Eduskunta,28,,
259,Salolainen Pertti,pertti.salolainen@eduskunta.fi,,National Coalition Party,kok,Helsingin,Eduskunta,28,,
267,Skinnari Jouko,jouko.skinnari@eduskunta.fi,,Social Democrats,sd,Hämeen,Eduskunta,28,1980-09-26,
272,Stenius-Kaukonen Marjatta,,,Left Alliance,vas,Pirkanmaan,Eduskunta,28,,
311,Söderman Jacob,,,Social Democrats,sd,Helsingin,Eduskunta,28,,1982-06-30
278,Tennilä Esko-Juhani,,,Left Alliance,vas,Lapin,Eduskunta,28,,
297,Urpilainen Kari,,,Social Democrats,sd,Vaasan,Eduskunta,28,1983-02-11,
300,Väyrynen Paavo,,,Finnish Centre Party,kesk,Lapin,Eduskunta,28,,
301,Zyskowicz Ben,ben.zyskowicz@eduskunta.fi,,National Coalition Party,kok,Helsingin,Eduskunta,28,,
