id,uuid
Blake Richards,1d3fddbe-d516-447b-ac39-7bb418a8c539
Kevin Sorenson,5dbeb625-6b7b-4671-b28a-5e6288f06b5a
Martin Shields,91eb693c-16d4-4e9c-9f6e-dfea17500ebc
Kent Hehr,b193d731-c145-41be-a415-77c55d515019
Len Webber,a3d1c1a0-a254-4aac-915e-54ef2b675e20
Deepak Obhrai,30e6c3df-8aee-4233-be28-9775f1de3234
Stephen Harper,2f227025-18f8-4de0-bffc-cfcdd1ff7015
Jason Kenney,0a21e391-8f06-43d0-a658-25d4678bbb85
Michelle Rempel,bb3f3fee-a5d6-42c1-9221-04c94914e869
Pat Kelly,56086425-9fe1-4537-92e7-37b43f72c057
Tom Kmiec,b703fbff-6bb9-4ccd-86c3-1ce4599e5a3c
Ron Liepert,76aa7fa6-fadc-4ef8-a9c9-3e71aa891c88
Darshan Kang,3eae84b9-142b-4c42-96b0-bf79f2ff8cb9
Randy Boissonnault,9d56bbe0-ae0e-460b-83ed-bcbdccdc0abb
Kerry Diotte,03d1bf7c-4a5a-4388-9c40-f1a7942bcd44
Ziad Aboultaif,5c759e30-056b-41df-9fb8-e3391da22919
Amarjeet Sohi,9b406c83-555e-4081-b452-effb0975bc00
Matt Jeneroux,0753c606-b6d3-4005-b198-3260c8e8cc43
Linda Duncan,c431dfa0-0e33-4cb1-842b-27f23c473f60
Kelly McCauley,e83b3f0d-1a68-48fb-8b82-c8b0e9238b23
Mike Lake,0104f820-6776-42f9-861f-b883f5fefc89
John Barlow,2cd2a311-18eb-4267-b2c2-128efa1b4924
David Yurdiga,df1dac75-eb1b-47fd-af8e-915ce2df0460
Chris Warkentin,ceab7307-9155-4f9e-b5ba-4b6f8f1773d3
Shannon Stubbs,a6a5be42-e4cf-49ac-9cd9-483fae70b61c
Rachael Harder,8bf3ce40-edaa-44f3-960f-50e83401f5ae
Jim Hillyer,337d6eb6-3ca8-4aab-8e71-6198f5ac68c2
Arnold Viersen,e023b1cd-183f-4a43-a547-1562519b296b
Blaine Calkins,f07aafbc-04ce-4048-9832-142e5b71180c
Earl Dreeshen,eb7ec681-b7bc-4594-a1b7-540cf0f8259e
Garnett Genuis,f83eea24-c394-4d27-86e4-21219573d582
Michael Cooper,6f62ab61-c9f4-4b93-900a-fdc621b20d25
Rona Ambrose,b1e6dac6-e526-42d5-aee2-bba18fa862c3
Jim Eglinski,f1fb64ba-fdb9-4e69-9ee1-e3acccbbbe0b
Ed Fast,6f276ba1-7cee-48c4-ad0b-f0b48193a63c
