id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date
103,Ahde Matti,,,Social Democrats,sd,Oulun,Eduskunta,29,,
104,Aho Esko,,,Finnish Centre Party,kesk,Helsingin,Eduskunta,29,,
111,Alho Arja,,,Social Democrats,sd,Uudenmaan,Eduskunta,29,,
127,Anttila Sirkka-Liisa,sirkka-liisa.anttila@eduskunta.fi,,Finnish Centre Party,kesk,Hämeen,Eduskunta,29,,
110,Dromberg Kaarina,,,National Coalition Party,kok,Uudenmaan,Eduskunta,29,,
112,Elo Mikko,,,Social Democrats,sd,Satakunnan,Eduskunta,29,,
122,Halonen Tarja,,,Social Democrats,sd,Helsingin,Eduskunta,29,,
125,Helle Esko,,,Left Alliance,vas,Hämeen,Eduskunta,29,,
136,Hurskainen Sinikka,,,Social Democrats,sd,Kymen,Eduskunta,29,,
145,Isohookana-Asunmaa Tytti,,,Finnish Centre Party,kesk,Oulun,Eduskunta,29,,
147,Jaakonsaari Liisa,,,Social Democrats,sd,Oulun,Eduskunta,29,,
148,Jansson Gunnar,,,Swedish Parliamentary Group,r,Ahvenanmaan maakunnan,Eduskunta,29,,
910615,Joutsenlahti Anssi,anssi.joutsenlahti@eduskunta.fi,,The Finns Party,ps,Satakunnan,Eduskunta,29,,
157,Juhantalo Kauko,,,Finnish Centre Party,kesk,Satakunnan,Eduskunta,29,,
166,Kalliomäki Antti,,,Social Democrats,sd,Uudenmaan,Eduskunta,29,,
170,Kanerva Ilkka,ilkka.kanerva@eduskunta.fi,,National Coalition Party,kok,Varsinais-Suomen,Eduskunta,29,,
306,Kettunen Pentti,pentti.kettunen@eduskunta.fi,,The Finns Party,ps,Oulun,Eduskunta,29,,
444,Kuoppa Mikko,,,Left Alliance,vas,Pirkanmaan,Eduskunta,29,,1986-06-04
444,Kuoppa Mikko,,,Democratic Alternative,deva,Pirkanmaan,Eduskunta,29,1986-06-05,
353,Lipponen Paavo,,,Social Democrats,sd,Helsingin,Eduskunta,29,,
445,Mikkola Jukka,,,Social Democrats,sd,Varsinais-Suomen,Eduskunta,29,,
214,Mäkipää Lea,lea.makipaa@eduskunta.fi,,The Finns Party,ps,Pirkanmaan,Eduskunta,29,,
224,Nordman Håkan,,,Swedish Parliamentary Group,r,Vaasan,Eduskunta,29,,
212,Pekkarinen Mauri,mauri.pekkarinen@eduskunta.fi,,Finnish Centre Party,kesk,Keski-Suomen,Eduskunta,29,,
227,Pietikäinen Sirpa,,,National Coalition Party,kok,Hämeen,Eduskunta,29,,
228,Rajamäki Kari,kari.rajamaki@eduskunta.fi,,Social Democrats,sd,Pohjois-Savon,Eduskunta,29,,
229,Ranta Jussi,,,Social Democrats,sd,Kymen,Eduskunta,29,,
259,Salolainen Pertti,pertti.salolainen@eduskunta.fi,,National Coalition Party,kok,Helsingin,Eduskunta,29,,
261,Sasi Kimmo,kimmo.sasi@eduskunta.fi,,National Coalition Party,kok,Pirkanmaan,Eduskunta,29,,
267,Skinnari Jouko,jouko.skinnari@eduskunta.fi,,Social Democrats,sd,Hämeen,Eduskunta,29,,
272,Stenius-Kaukonen Marjatta,,,Left Alliance,vas,Pirkanmaan,Eduskunta,29,,1986-06-04
272,Stenius-Kaukonen Marjatta,,,Democratic Alternative,deva,Pirkanmaan,Eduskunta,29,1986-06-05,
278,Tennilä Esko-Juhani,,,Left Alliance,vas,Lapin,Eduskunta,29,,1986-06-04
278,Tennilä Esko-Juhani,,,Democratic Alternative,deva,Lapin,Eduskunta,29,1986-06-05,
279,Tiuri Martti,,,National Coalition Party,kok,Uudenmaan,Eduskunta,29,,
283,Tykkyläinen Marja-Liisa,,,Social Democrats,sd,Kuopion,Eduskunta,29,,
291,Uosukainen Riitta,,,National Coalition Party,kok,Kymen,Eduskunta,29,,
297,Urpilainen Kari,,,Social Democrats,sd,Vaasan,Eduskunta,29,,
292,Vihriälä Jukka,,,Finnish Centre Party,kesk,Vaasan,Eduskunta,29,,
300,Väyrynen Paavo,,,Finnish Centre Party,kesk,Lapin,Eduskunta,29,,
301,Zyskowicz Ben,ben.zyskowicz@eduskunta.fi,,National Coalition Party,kok,Helsingin,Eduskunta,29,,
